id,Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
p1285,14175,Corner,Single Family,Gable,CBlock,1188,GasA,Y,6,1,Detchd,NA,2006,168000,4
p1286,11600,Inside,Single Family,Gable,BrkTil,700,GasA,Y,5,1,Detchd,NA,2006,137500,7
p1287,11250,Inside,Single Family,Gable,CBlock,1208,GasA,Y,6,1,Attchd,NA,2006,165000,2
p1288,9600,Inside,Single Family,Gable,BrkTil,1095,GasW,N,8,0,2Types,NA,2006,87000,6
p1289,26178,Inside,Single Family,Hip,PConc,1210,GasA,Y,9,2,Attchd,NA,2006,335000,7
p1290,5400,Corner,Single Family,Gable,BrkTil,1073,GasA,Y,4,0,Detchd,NA,2006,108480,2
p1291,13811,Inside,Single Family,Gable,CBlock,1112,GasA,Y,5,1,Attchd,NA,2006,176000,3
p1292,6000,Inside,Single Family,Gable,CBlock,616,GasA,Y,4,0,Detchd,NA,2006,89000,3
p1293,6420,Inside,Single Family,Gable,PConc,980,GasA,Y,6,0,Detchd,NA,2006,123500,6
p1294,14331,Inside,Single Family,Hip,PConc,1800,GasA,Y,7,1,Attchd,NA,2006,312500,2
p1295,9600,Inside,Single Family,Hip,CBlock,1164,GasA,Y,6,0,Attchd,NA,2006,140000,1
p1296,12438,Inside,Single Family,Hip,PConc,1234,GasA,Y,10,1,BuiltIn,NA,2006,361919,9
p1297,9873,Inside,Condo,Gable,CBlock,960,GasW,N,6,0,Detchd,NA,2006,129000,9
p1298,9920,Inside,Single Family,Gable,CBlock,971,GasA,Y,5,1,Attchd,NA,2006,128500,1
p1299,6563,CulDSac,Single Family,Gable,PConc,1742,GasA,Y,5,1,Attchd,NA,2006,275000,4
p1300,10800,Inside,Single Family,Gable,BrkTil,880,GasW,N,6,2,Detchd,NA,2006,163000,6
p1301,8544,Inside,Duplex,Gable,CBlock,0,GasA,N,6,0,Detchd,NA,2006,93500,7
p1302,10463,CulDSac,Single Family,Gable,PConc,893,GasA,Y,8,1,Attchd,NA,2006,239900,7
p1303,9236,Inside,Single Family,Gable,PConc,1479,GasA,Y,6,0,Attchd,NA,2006,217000,6
p1304,10240,Inside,Single Family,Gable,PConc,1030,GasA,Y,8,1,Attchd,NA,2006,275500,10
p1305,9549,CulDSac,Townhouse,Hip,PConc,1494,GasA,Y,6,1,Attchd,NA,2006,270000,9
p1306,9100,Inside,Single Family,Hip,PConc,1860,GasA,Y,8,1,Attchd,NA,2006,216837,7
p1307,8877,Inside,Single Family,Gable,CBlock,836,GasA,Y,6,0,Detchd,NA,2006,102000,5
p1308,11210,Inside,Single Family,Gable,PConc,1614,GasA,Y,7,0,Attchd,NA,2006,221500,2
p1309,13350,Inside,Single Family,Hip,CBlock,864,GasA,Y,5,1,Attchd,MnPrv,2006,142500,2
p1310,10530,Inside,Duplex,Gable,CBlock,975,GasA,Y,4,0,Attchd,NA,2006,135000,4
p1311,7153,Inside,Single Family,Gable,PConc,761,GasA,Y,7,0,Attchd,NA,2006,175900,1
p1312,9000,Inside,Single Family,Gable,CBlock,936,GasA,Y,5,0,Attchd,GdWo,2006,118000,4
p1313,9750,Inside,Single Family,Gable,PConc,980,GasA,Y,6,0,Attchd,NA,2006,135500,7
p1314,13400,Inside,Single Family,Gable,CBlock,1024,GasA,Y,6,1,Attchd,GdWo,2006,159950,2
p1315,10140,Inside,Single Family,Hip,CBlock,1040,GasA,Y,5,1,Attchd,GdPrv,2006,181000,10
p1316,8248,Inside,Single Family,Gable,BrkTil,686,GasW,Y,7,0,Detchd,NA,2006,116000,2
p1317,11425,Corner,Single Family,Gable,CBlock,1008,GasA,Y,4,1,Attchd,NA,2006,137000,5
p1318,11216,Inside,Single Family,Gable,PConc,1489,GasA,Y,7,1,Attchd,NA,2006,232600,3
p1319,2544,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2006,147400,2
p1320,3180,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2006,151000,7
p1321,3196,Inside,Townhouse,Gable,PConc,1273,GasA,Y,7,1,Attchd,NA,2006,215000,6
p1322,17920,Inside,Single Family,Hip,CBlock,1763,GasA,Y,6,1,Attchd,NA,2006,170000,5
p1323,11029,Corner,Single Family,Gable,CBlock,1054,GasA,Y,9,1,Attchd,NA,2006,250000,8
p1324,14762,Corner,Single Family,Gable,Slab,0,GasA,Y,7,1,Attchd,NA,2006,169000,7
p1325,6204,Inside,Single Family,Gable,PConc,795,GasA,N,10,0,Detchd,NA,2006,118500,6
p1326,8393,Corner,Duplex,Gable,CBlock,1626,GasA,Y,8,0,Attchd,NA,2006,145000,3
p1327,8414,Inside,Single Family,Hip,CBlock,1059,GasA,Y,6,0,Attchd,MnPrv,2006,154500,1
p1328,8765,Inside,Single Family,Gable,BrkTil,951,GasA,N,6,0,Detchd,NA,2006,106500,9
p1329,6993,Inside,Single Family,Gable,CBlock,912,GasA,Y,6,1,Attchd,NA,2006,135000,8
p1330,7875,Inside,Single Family,Gable,PConc,783,GasA,Y,8,1,Attchd,NA,2006,180000,4
p1331,14859,CulDSac,Single Family,Hip,PConc,1670,GasA,Y,7,1,Attchd,NA,2006,240000,4
p1332,11500,Inside,Single Family,Gable,CBlock,1017,GasA,Y,6,1,Attchd,NA,2006,250000,9
p1333,8885,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,MnPrv,2006,131000,6
p1334,6120,Inside,Single Family,Gable,BrkTil,768,GasA,N,6,0,Detchd,MnPrv,2006,88000,4
p1335,9000,Inside,Single Family,Gable,CBlock,480,GasA,N,4,0,Detchd,NA,2006,35311,9
p1336,10237,Inside,Single Family,Gable,PConc,1316,GasA,Y,6,1,Attchd,NA,2006,169990,6
p1337,10240,Inside,Single Family,Gable,CBlock,1686,GasA,Y,7,1,Attchd,NA,2006,207500,1
p1338,13006,Corner,Single Family,Gable,PConc,964,GasA,Y,8,1,BuiltIn,NA,2006,222000,5
p1339,5825,Inside,Single Family,Gable,PConc,600,GasA,Y,5,0,Detchd,NA,2006,79900,5
p1340,8760,Inside,Single Family,Gable,PConc,1391,GasA,Y,7,0,Attchd,NA,2006,239799,6
p1341,12640,Inside,Duplex,Gable,CBlock,1728,GasA,Y,8,0,Attchd,NA,2006,150900,2
p1342,8163,Inside,Single Family,Gable,CBlock,1144,GasA,Y,6,1,Attchd,NA,2006,143000,3
p1343,14006,Inside,Single Family,Gable,PConc,936,GasA,Y,7,1,Attchd,NA,2006,192500,2
p1344,7800,Corner,Single Family,Gable,CBlock,828,GasA,Y,6,0,Detchd,MnPrv,2006,119900,4
p1345,9400,CulDSac,Duplex,Flat,CBlock,945,GasA,Y,4,0,NA,NA,2006,127500,3
p1346,10382,Inside,Condo,Hip,CBlock,588,GasA,Y,6,0,Attchd,NA,2006,140000,4
p1347,10800,Inside,Single Family,Gable,CBlock,720,GasA,N,6,0,NA,NA,2006,135000,5
p1348,2651,FR2,Townhouse,Gable,PConc,673,GasA,Y,6,0,Detchd,NA,2006,165000,6
p1349,5900,Inside,Single Family,Gable,PConc,440,GasA,Y,4,0,NA,NA,2006,85500,6
p1350,5310,Corner,Single Family,Hip,CBlock,485,GasA,Y,5,0,Attchd,NA,2006,117000,10
p1351,8125,Inside,Single Family,Gable,PConc,770,GasA,Y,6,0,Attchd,NA,2006,197000,2
p1352,9452,Inside,Single Family,Gable,PConc,1396,GasA,Y,7,1,Attchd,NA,2006,348000,1
p1353,8846,Inside,Single Family,Gable,PConc,750,GasA,Y,6,0,Attchd,NA,2006,173900,5
p1354,4712,Inside,Single Family,Gable,CBlock,747,GasA,Y,5,0,Detchd,MnPrv,2006,121600,4
p1355,10659,Inside,Single Family,Hip,CBlock,1050,GasA,Y,6,0,Attchd,NA,2006,136500,7
p1356,9786,Inside,Single Family,Hip,BrkTil,1007,GasA,N,6,1,Detchd,NA,2006,91000,10
p1357,6000,Inside,Single Family,Gable,BrkTil,1008,GasA,Y,7,0,NA,NA,2006,102000,4
p1358,3013,Inside,Townhouse,Gable,PConc,1362,GasA,Y,6,1,Attchd,NA,2006,213490,9
p1359,7406,Inside,Single Family,Gable,PConc,1199,GasA,Y,6,0,Attchd,NA,2006,194000,2
p1360,1680,Inside,Townhouse,Gable,CBlock,672,GasA,Y,7,0,Detchd,NA,2006,118000,1
p1361,7082,Inside,Condo,Gable,PConc,686,GasA,Y,10,0,NA,NA,2006,160000,3
p1362,14541,Corner,Single Family,Gable,PConc,1338,GasA,Y,10,1,Attchd,NA,2006,310000,8
p1363,8125,Inside,Single Family,Gable,PConc,1654,GasA,Y,6,0,Attchd,NA,2006,230000,1
p1364,13125,Corner,Single Family,Gable,CBlock,1134,GasA,Y,8,1,Attchd,GdPrv,2006,155000,10
p1365,16056,Inside,Single Family,Hip,PConc,1992,GasA,Y,11,1,BuiltIn,NA,2006,556581,3
p1366,11367,Corner,Single Family,Gable,PConc,1065,GasA,Y,7,1,Attchd,NA,2006,255000,10
p1367,7052,Inside,Townhouse,Gable,PConc,1364,GasA,Y,6,1,Attchd,NA,2006,185850,5
p1368,6000,Inside,Single Family,Gable,BrkTil,1103,GasA,Y,5,1,Detchd,MnPrv,2006,110500,8
p1369,3964,Inside,Townhouse,Gable,CBlock,942,GasA,Y,10,1,Attchd,GdPrv,2006,151400,2
p1370,7585,Inside,Single Family,Gable,CBlock,810,GasA,Y,7,1,Detchd,NA,2006,91500,1
p1371,10800,Inside,Single Family,Gable,CBlock,796,GasA,Y,7,1,Attchd,NA,2006,170000,3
p1372,15870,Corner,Single Family,Gable,CBlock,1096,GasA,Y,6,0,Attchd,NA,2006,138800,8
p1373,4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,1,Attchd,NA,2006,155900,4
p1374,8800,Inside,Single Family,Hip,CBlock,1251,GasA,Y,6,2,Attchd,MnPrv,2006,160000,4
p1375,13031,Corner,Single Family,Gable,PConc,691,GasA,Y,6,1,Attchd,NA,2006,187500,2
p1376,2522,Inside,Townhouse,Gable,PConc,970,GasA,Y,7,0,Detchd,NA,2006,137500,4
p1377,3316,Inside,Townhouse,Gable,PConc,1247,GasA,Y,4,1,Attchd,NA,2006,197000,2
p1378,9230,Corner,Single Family,Hip,CBlock,864,GasA,Y,6,0,Detchd,MnPrv,2006,146000,4
p1379,8910,Corner,Single Family,Hip,CBlock,655,GasA,Y,6,1,BuiltIn,NA,2006,159500,10
p1380,23257,CulDSac,Single Family,Gable,PConc,868,GasA,Y,9,1,BuiltIn,NA,2006,274725,4
p1381,7100,Corner,Single Family,Gable,CBlock,816,GasA,Y,5,0,Detchd,NA,2006,129900,8
p1382,5400,Inside,Single Family,Gable,CBlock,833,GasA,Y,4,0,Detchd,MnPrv,2006,117000,8
p1383,7560,Inside,Single Family,Gable,CBlock,1040,GasA,Y,6,0,Attchd,GdWo,2006,133700,6
p1384,10084,Inside,Single Family,Gable,PConc,1552,GasA,Y,7,0,Attchd,NA,2006,212900,5
p1385,6240,Inside,Single Family,Gable,BrkTil,1042,GasA,Y,8,1,Detchd,NA,2006,149000,2
p1386,11200,Inside,Single Family,Gable,CBlock,1298,GasA,Y,5,1,Attchd,NA,2006,180000,8
p1387,17755,Inside,Single Family,Gable,CBlock,1466,GasA,Y,6,2,Attchd,NA,2006,149900,3
p1388,14115,Inside,Single Family,Gable,PConc,1073,GasA,Y,6,1,Attchd,NA,2006,230000,4
p1389,10852,Inside,Single Family,Gable,PConc,959,GasA,Y,7,1,Attchd,NA,2006,173000,2
p1390,35760,CulDSac,Single Family,Hip,PConc,1930,GasA,Y,10,1,Attchd,NA,2006,625000,5
p1391,16560,Inside,Single Family,Gable,BrkTil,952,GasA,Y,9,1,Detchd,NA,2006,239000,4
p1392,8335,Corner,Single Family,Gable,Slab,0,GasA,Y,5,1,NA,NA,2006,93000,3
p1393,11170,Corner,Single Family,Gable,Wood,1216,GasA,Y,8,0,Attchd,GdPrv,2006,250000,4
p1394,10800,Inside,Single Family,Hip,BrkTil,1120,GasA,Y,5,1,Detchd,NA,2006,120000,2
p1395,9738,Inside,Single Family,Gable,BrkTil,784,GasA,Y,7,0,Attchd,NA,2006,104900,10
p1396,12461,Corner,Single Family,Gable,PConc,1624,GasA,Y,5,1,Attchd,GdPrv,2006,262000,2
p1397,14054,Inside,Single Family,Gable,PConc,879,GasA,Y,9,1,BuiltIn,NA,2006,219210,2
p1398,8850,Corner,Single Family,Gable,BrkTil,815,GasA,Y,7,1,Detchd,NA,2006,144000,2
p1399,11235,Inside,Single Family,Gable,CBlock,1051,GasA,Y,6,1,Attchd,NA,2006,148000,3
p1400,9353,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,NA,2006,116050,6
p1401,10140,Inside,Single Family,Gable,CBlock,1056,GasA,Y,6,0,Attchd,MnPrv,2006,153500,1
p1402,8900,Inside,Single Family,Gable,CBlock,1056,GasA,Y,5,0,Detchd,MnPrv,2006,107000,8
p1403,9135,Inside,Single Family,Gable,PConc,1682,GasA,Y,7,0,Attchd,NA,2006,200000,9
p1404,10182,CulDSac,Single Family,Hip,PConc,1660,GasA,Y,8,1,Attchd,NA,2006,290000,8
p1405,10246,CulDSac,Single Family,Gable,CBlock,648,GasA,Y,3,0,Attchd,NA,2006,145000,3
p1406,10205,Inside,Single Family,Gable,CBlock,925,GasA,Y,6,0,Attchd,NA,2006,134500,1
p1407,6240,Inside,Single Family,Gable,Slab,0,GasA,N,3,0,NA,NA,2006,80500,10
p1408,1680,Inside,Townhouse,Gable,CBlock,672,GasA,Y,7,0,NA,NA,2006,91500,3
p1409,7800,Inside,Single Family,Gable,CBlock,912,GasA,Y,5,0,Attchd,NA,2006,115000,2
p1410,10680,Inside,Single Family,Hip,CBlock,2136,GasA,N,7,0,Detchd,MnPrv,2006,137900,2
p1411,7728,Inside,Duplex,Hip,CBlock,1106,GasA,Y,6,0,Attchd,GdWo,2006,132500,9
p1412,13132,Inside,Single Family,Gable,BrkTil,747,GasA,Y,9,0,Detchd,NA,2006,138887,10
p1413,12393,FR2,Single Family,Gable,PConc,847,GasA,Y,8,1,BuiltIn,NA,2006,195000,2
p1414,13072,Inside,Single Family,Gable,PConc,1141,GasA,Y,6,0,Detchd,NA,2006,142500,4
p1415,13891,Inside,Single Family,Gable,PConc,2076,GasA,Y,7,1,Attchd,NA,2006,465000,10
p1416,11435,Corner,Single Family,Gable,PConc,792,GasA,Y,7,2,Detchd,NA,2006,230000,2
p1417,8125,Inside,Single Family,Gable,PConc,756,GasA,Y,6,0,Attchd,NA,2006,186500,7
p1418,3136,Corner,Townhouse,Gable,PConc,1405,GasA,Y,6,1,Attchd,NA,2006,171750,2
p1419,3735,FR3,Townhouse,Hip,PConc,691,GasA,Y,6,0,Detchd,NA,2006,183900,6
p1420,13526,CulDSac,Single Family,Hip,CBlock,935,GasA,Y,5,0,Attchd,MnPrv,2006,137000,10
p1421,8049,CulDSac,Single Family,Hip,CBlock,1309,GasA,Y,6,1,Attchd,NA,2006,180000,9
p1422,36500,Inside,Single Family,Gable,CBlock,1624,GasA,Y,7,0,Attchd,NA,2006,190000,5
p1423,11065,Inside,Single Family,Gable,PConc,1085,GasA,Y,8,1,BuiltIn,NA,2006,281000,9
p1424,10140,Inside,Single Family,Gable,PConc,832,GasA,Y,8,1,Attchd,GdWo,2006,162900,3
p1425,8172,Inside,Single Family,Hip,CBlock,864,GasA,Y,5,0,Detchd,NA,2006,115000,8
p1426,8400,Inside,Single Family,Hip,CBlock,1052,GasA,Y,5,0,Attchd,GdWo,2006,138500,1
p1427,3675,Inside,Townhouse,Gable,PConc,547,GasA,Y,5,0,Basment,NA,2006,140000,2
p1428,10120,Inside,Single Family,Hip,PConc,1165,GasA,Y,8,1,Attchd,NA,2006,290000,2
p1429,8688,Inside,Single Family,Gable,PConc,1616,GasA,Y,7,0,Attchd,NA,2006,232000,7
p1430,3363,Inside,Townhouse,Gable,PConc,976,GasA,Y,7,0,Detchd,NA,2006,130000,6
p1431,6955,Inside,Townhouse,Gable,PConc,1368,GasA,Y,6,1,Attchd,NA,2006,202500,10
p1432,14781,CulDSac,Single Family,Hip,PConc,1753,GasA,Y,7,1,Attchd,NA,2006,275000,4
p1433,9084,Inside,Single Family,Hip,PConc,935,GasA,Y,8,1,Attchd,NA,2006,176500,9
p1434,10780,Inside,Single Family,Gable,CBlock,911,GasA,Y,6,0,Detchd,NA,2006,132500,10
p1435,7200,Corner,Single Family,Gable,CBlock,803,GasA,Y,6,0,Detchd,MnPrv,2006,125500,6
p1436,4118,Corner,Single Family,Gable,CBlock,693,Grav,N,4,0,NA,NA,2006,52500,10
p1437,13450,Corner,Single Family,Gable,PConc,916,GasA,Y,8,0,BuiltIn,NA,2006,200000,7
p1438,9560,Corner,Single Family,Hip,CBlock,864,GasA,Y,5,0,Attchd,NA,2006,128500,6
p1439,20781,CulDSac,Single Family,Hip,CBlock,1568,GasA,Y,9,1,Attchd,NA,2006,262500,8
p1440,10192,Inside,Single Family,Gable,CBlock,570,GasA,Y,8,1,Attchd,GdPrv,2006,170000,10
p1441,16737,FR3,Single Family,Hip,PConc,1980,GasA,Y,8,1,Attchd,NA,2006,315000,3
p1442,3180,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2006,144152,7
p1443,2665,Inside,Townhouse,Gable,PConc,757,GasA,Y,6,1,Attchd,NA,2006,127000,9
p1444,9750,Corner,Single Family,Gable,PConc,1108,GasA,Y,8,1,Detchd,NA,2006,274300,7
p1445,1953,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,0,Detchd,NA,2006,83000,9
p1446,7200,Corner,Single Family,Hip,BrkTil,596,GasA,Y,8,0,Detchd,NA,2006,157000,4
p1447,16692,Inside,Single Family,Gable,CBlock,1392,GasA,Y,12,2,Attchd,MnPrv,2006,250000,2
p1448,9100,Inside,Single Family,Gable,PConc,1525,GasA,Y,6,0,Attchd,NA,2006,235000,1
p1449,7838,Inside,Single Family,Gable,CBlock,864,GasA,Y,6,1,Attchd,MnWw,2006,123000,2
p1450,4045,Inside,Townhouse,Hip,PConc,1356,GasA,Y,6,1,Attchd,NA,2006,246578,6
p1451,6762,Inside,Single Family,Gable,PConc,1286,GasA,Y,6,1,Attchd,NA,2006,193879,2
p1452,10410,Corner,Single Family,Gable,PConc,672,GasA,Y,6,0,Detchd,MnPrv,2006,105000,8
p1453,16381,Inside,Single Family,Gable,CBlock,1844,GasA,Y,7,1,Attchd,NA,2006,223000,3
p1454,11700,Corner,Single Family,Gable,CBlock,708,GasA,Y,7,1,Attchd,NA,2006,179900,1
p1455,19690,CulDSac,Single Family,Flat,CBlock,697,GasA,Y,8,1,Attchd,GdPrv,2006,274970,3
p1456,21930,Inside,Single Family,Gable,PConc,732,GasA,Y,7,1,BuiltIn,NA,2006,192140,5
p1457,17400,Inside,Single Family,Gable,CBlock,1126,GasA,Y,5,1,Attchd,NA,2006,160000,1
p1458,1533,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,NA,NA,2006,92000,8
p1459,3675,Inside,Townhouse,Gable,PConc,547,GasA,Y,5,0,Basment,NA,2006,145000,5
p1460,17217,Inside,Single Family,Gable,PConc,1140,GasA,Y,6,0,NA,NA,2006,84500,8
